Text,emotion
laugh out loud I am so evil my person serve think their thanksgiving dinner is go to be a big mac,surprise
I come out of the house at 720 am monday morning get ready t go to school and fight for a parking when I see my car have a flat tire,anger
too traumatic to even discuss and none of y all are here everyone have leave for the weekend,sadness
why do most people conceal the truth of right when they see the wrong,fear
I like drive to practice at 630am and ture everyone sensory light on outside their house,surprise
it baffle I how much radio shack is not the same radio shack I grow up with,love
when I was cycle to school I nearly got knock down by a car which overtake I too closely do not give I any swerve space,fear
httptwitpiccom67otn awwwww I want they,surprise
sale al myl birkin hermes bagsick of it almost all people wear it with proud suffer 4 societywhile so many child suffer 4 hunger,anger
haha the element of like it they will love it laugh out loud where s the meal at,surprise
if you say sum about I behind my back its sum you about I,fear
kill I as soon as you get here ok my sister is have a sleepover tonight and her obnoxious friend are drive I insane,anger
httptwitpiccom4wqfv dark berry mocha frapp heaven try it everyone here let I pass it to you,joy
to be fair she was ask about mktg cd and so on but I suggest more and she never even email back,sadness
a leader is a coach not a judge lean systemsthinking development hour,fear
she try to sleep but she was desperately nervous about tomorrow,fear
hahah that is hilarious when my bf wash they they usually do not fit the bed anymore either that or they turn pink,joy
good morning everyone,joy
just rearrange the living room it look huge this is what joe and I do on a saturday night,joy
I too wonder if mnet will show it,surprise
wait for amy so I she and can go see the hannah montanna movie,joy
stop being mean to I your hurt my feeling,sadness
thanksmine was not too bad make a card for my mom have a nice nap finish some work write bill I have a surprise for you,joy
aww momma could not wait till xmas to give I my gift she leave they with a note on my bed,surprise
ooooooo you like sweeney todd too y good movie y,love
oh no the sun go,sadness
this summer I get into a fight with one of our patron at a theatre he hit I and I hit he and her friend he hit my friend and we all hit eachother,anger
his granddaughter s anger so like his own take some of the sting out of ballater s wrath,anger
hey maybe throw that one to wallace I do not need those six fantasy point or anything snot like the playoff are on the line,anger
wonderful trip read all 4 twilight novel completely all consume and engross kinda sad to be do,sadness
philophobia of emotional attachment fear of being in or fall in love,fear
what a beautiful day hangin with the guy graham and josiah laugh out loud wait for the other if you wanna stop by come on over with food,joy
it is good to be aware that a certain amount of is go to accompany every change in your life change for bad or well,fear
I feel fear once when the car in which I travel direct towards the precipice along the road,fear
get bop for the family bestdaughterever where s mine,surprise
look under the tree find some present for amy which is weird coz I only ask for one thing it have nt even arrive yet,surprise
fabia feel it might be a touch cruel to laugh at he again but feel certain he would run a mile if she take he seriously she was a little nonplussed about how to answer he,surprise
laugh my ass off boss ross do not come on out here I love that man he was the truth,love
I was just think the same thing I love our morning chat we totally need 2 live 2gether full time laugh out loud,sadness
woo I m get mine on mondaycant wait x,joy
my tummy hurt,sadness
thank I am go to the laker game tonight sec 108 I love la,love
peace good morning,love
happy birthday swaggadonhugz birthday beat are in the post totheface youradeadmanwalke qualityfilm,fear
just make a huge spider pillowstuffed toy with hidden present inside,surprise
happy star war day may the 4th be with you,joy
not afraid of tomorrow for I have see yesterday and I love today less,fear
the mums cake is do now I need make a good luch and tomorrow will be an amazing mum day,love
maaaaaaaaajor headache it is so gloomy outside just gon na lounge today whoopiiiiii,joy
down the beach again sea is really flat,surprise
I do not get it,love
my father and I have an argument because I do not help enough at home,anger
dear lady at the next table little do you know that I do in fact speak spanish and can understand everything you say,surprise
I am job hunt my contract end today right before christmas its all good,surprise
the advert is possibly the most annoying thing on tv make I run up to the twat and clatter he,anger
home from chelseas jam sessions 3 chelsea abby I luh you,love
good morning,joy
at the sixth congress in 1986 irate delegate reject a ridiculously optimistic programme that have been draft in secret by le duan the then secretarygeneral,anger
sorry to have miss it yes I am a lazy bastard up but still not dress,surprise
thank you for hold we apologise for the delay we are very busy at the moment but will answer as soon as possible,anger
but do not you think it annoy to overcharge the customer by such a handsome margin,anger
have safe trip and indy is my home,joy
I listen your album on youtube so awesome but I can not buy it,sadness
my parent are divorce father pay alimony for I two year ago my sister who live with father suddenly ask mother for money as she consider the amount of money my mother offer she too small she bring an action against mother I was terribly angry with my sister,anger
